Date,Time,Area Affected,Event Type
2008-09-14 00:00:00,11:30 a.m.,State of Kentucky,Tropical Depression Ike
2008-09-14 00:00:00,2:00 p.m.,Dayton Ohio Area,Hurricane Ike
2008-09-14 00:00:00,4:00 p.m.,"Northern Indiana, Central and Central Southern Ohio",Wind Storm
2008-09-14 00:00:00,5:00 p.m.,Western Pennsylvania,Wind Storm
2008-09-14 00:00:00,5:00 p.m.,"Southern, Eastern, and Central Ohio",Wind Storm
2008-09-14 00:00:00,5:00 p.m.,Northeast Ohio,Wind Storm
2008-09-14 00:00:00,7:00 p.m.,Allegheny and Beaver Counties in Pennsylvania,Tropical Depression Ike
2008-09-15 00:00:00,12:37 a.m.,Western Pennsylvania,Tropical Depression Ike
2008-09-22 00:00:00,5:49 p.m.,Island of Puerto Rico,Shed Firm Load
2008-09-30 00:00:00,2:02 p.m.,"Plumas County, California",Electrical System Separation
2008-10-02 00:00:00,2:50 p.m.,Louisiana,Load Shedding
2008-10-25 00:00:00,11:00 p.m.,Connecticut,Severe Storm
2008-11-07 00:00:00,11:13 a.m.,Goleta and Santa Barbara Areas of Southern California,Load Shedding
2008-11-07 00:00:00,11:15 a.m.,Southern California,Load Shedding
2008-11-11 00:00:00,8:30 a.m.,Island of Puerto Rico,Shed Firm Load
2008-11-15 00:00:00,9:39 a.m.,City of Los Angeles,Brush Fire/Shed Firm Load
2008-12-02 00:00:00,4:30 a.m.,"St. Louis, Missouri",Fire/Load Shedding
2008-12-09 00:00:00,5:27 p.m.,Central New Jersey,Lines Loss/Transmission
2008-12-10 00:00:00,5:09 p.m.,Southern Oregon,Equipment Failure/Made Public Appeal
2008-12-11 00:00:00,9:00 a.m.,"Southern Louisiana, Southern and Central Mississippi",Snow Storm
2008-12-11 00:00:00,6:00 p.m.,Northern Dutchess County and Western Ulster County in the Mid-Hudson Region of New York State,Ice Storm
2008-12-12 00:00:00,1:00 a.m.,New England,Ice Storm
2008-12-12 00:00:00,2:38 a.m.,Eastern New York,Ice Storm
2008-12-12 00:00:00,8:45 a.m.,Southern and Central Maine,Ice Storm
2008-12-13 00:00:00,3:30 p.m.,Humboldt Area of California,Declared Stage 1 Electric Emergency/Made Public Appeal
2008-12-19 00:00:00,1:02 a.m.,"East of Oroville, California",Electrical System Separation
2008-12-19 00:00:00,8:30 a.m.,"Indiana, Michigan and Northwest Ohio",Ice Storm
2008-12-19 00:00:00,9:00 a.m.,Northwest Indiana,Ice Storm
2008-12-26 00:00:00,11:40 a.m.,"Orangevale Area of Sacramento, California",Load Shedding
2008-12-26 00:00:00,6:13 p.m.,"Island of Oahu, Hawaii",Lightning
2008-12-27 00:00:00,4:00 p.m.,Southeastern Michigan,Wind Storm
2008-12-28 00:00:00,4:45 a.m.,Michigan Lower Peninsula,Wind Storm
2008-12-28 00:00:00,11:45 a.m.,Michigan Lower Peninsula,Wind Storm
2008-12-30 00:00:00,4:02 p.m.,"Crawfordsville, Indiana",Shed Firm Load
2009-01-05 00:00:00,5:00 a.m.,North and Central Texas,Severe Storm
2009-01-07 00:00:00,5:00 p.m.,Piedmont of North and South Carolina,High Winds
2009-01-08 00:00:00,11:46 p.m.,Florida Keys,Transmission Equipment Failure
2009-01-17 00:00:00,8:00 a.m.,"PJM, Indiana",Fuel Supply Deficiency
2009-01-22 00:00:00,4:00 p.m.,"Crawfordsville, Indiana",Shed Load
2009-01-27 00:00:00,5:00 a.m.,State of Kentucky,Ice Storm
2009-01-27 00:00:00,5:03 a.m.,Central and Eastern Kentrucky,Ice Storm
2009-01-27 00:00:00,7:10 a.m.,Western Kentucky and Southern Indiana,Ice Storm
2009-01-27 00:00:00,11:00 a.m.,South Central and Southeast Missouri,Winter Storm
2009-01-27 00:00:00,1:46 p.m.,Northern Arkansas,Ice Storm
2009-01-27 00:00:00,3:43 p.m.,CSWS-AEP West,Ice/Snow Storm
2009-01-27 00:00:00,9:00 p.m.,Northern Arkansas,Ice Storm
2009-01-27 00:00:00,9:45 p.m.,TVA Service Territory,Ice Storm
2009-01-28 00:00:00,12:10 a.m.,East Central Missouri,Winter Storm
2009-01-28 00:00:00,3:00 a.m.,"Illinois, Indiana, Ohio and Kentucky",Winter Storm
2009-01-28 00:00:00,4:00 a.m.,"City of Henderson, Kentucky and Portions of Henderson County, Kentucky",Ice Storm
2009-01-28 00:00:00,6:00 a.m.,"Indiana, Evansville, Metro Area",Ice Storm
2009-01-28 00:00:00,7:50 a.m.,Southern Indiana,Ice/Snow Storm
2009-01-28 00:00:00,9:00 a.m.,Northeast Tennessee and Southwest Kentucky,Ice Storm
2009-01-28 00:00:00,10:00 a.m.,Northern Kentucky and Southwest Ohio,Ice/Snow Storm
2009-02-11 00:00:00,2:30 a.m.,"Houston, Texas",High Winds
2009-02-11 00:00:00,6:00 p.m.,"Kentucky, West Virginia and Ohio",Severe Thunderstorms
2009-02-11 00:00:00,6:18 p.m.,"Maryland, Virginia, West Virginia and Pennsylvania",Severe Thunderstorms
2009-02-11 00:00:00,7:00 p.m.,State of Kentucky,Severe Thunderstorms
2009-02-11 00:00:00,9:00 p.m.,Northern Kentucky and Southwest Ohio,Severe Thunderstorms
2009-02-12 00:00:00,2:30 a.m.,Central and Eastern Ohio,High Winds
2009-02-12 00:00:00,8:00 a.m.,Western and North Eastern Pennsylvania,High Winds
2009-02-13 00:00:00,2:30 a.m.,Central and Eastern Ohio,High Winds
2009-02-23 00:00:00,2:38 a.m.,Southern Central and Western Maine,Ice/Snow Storm
2009-03-01 00:00:00,12:15 a.m.,"City of El Paso, Texas, County of El Paso",Transmission Equipment Failure
2009-03-01 00:00:00,4:00 p.m.,Southern Balancing Area,Severe Weather
2009-03-01 00:00:00,8:54 p.m.,Duke Energy Carolinas Balance Authority,Ice/Snow Storm
2009-03-01 00:00:00,10:00 p.m.,Central Virginia - Spotsylvania County,Winter Storm
2009-03-03 00:00:00,6:48 a.m.,Southwest Michigan,Transformer Faulted/Unit Tripped
2009-03-03 00:00:00,10:00 p.m.,"Roanoke, Virginia",Made Public Appeals
2009-03-08 00:00:00,10:16 p.m.,"San Francisco Bay Area, California",Unit Shut Down
2009-04-06 00:00:00,1:00 a.m.,"Michigan, Lower Peninsula",Winter Storm
2009-04-10 00:00:00,10:00 p.m.,Alabama and Georgia,Severe Thunderstorms
2009-04-23 00:00:00,12:00 a.m.,Restricted Hydro Electric Capability,Fuel Supply Deficiency
2009-04-23 00:00:00,4:25 p.m.,"Skagit County, Washington",Transmission Tripped
2009-04-23 00:00:00,5:54 p.m.,"Communities of Elsinore, Hemet, Moreno Valley, Perris, San Jacinto and Temecula in the southeastern area of Riverside County in California",Substation Load Interruption
2009-04-24 00:00:00,11:09 a.m.,"Ruston, Louisiana",Complete Electric System Failure
2009-04-25 00:00:00,2:30 p.m.,Western Region of Service Territory,High Winds/Rain
2009-04-27 00:00:00,3:30 p.m.,Greater Houston/Galveston Area,High Winds
2009-05-08 00:00:00,7:30 a.m.,SW Missouri,Severe Thunderstorm
2009-05-08 00:00:00,1:30 p.m.,Southern Illinois,Severe Thunderstorm
2009-05-29 00:00:00,9:05 a.m.,"Henderson County, Kentucky",Transmission Equipment Failure
2009-06-05 00:00:00,1:38 p.m.,East of Fresno California,Electrical System Separation
2009-06-09 00:00:00,5:25 p.m.,Central Maryland,Severe Thunderstorms
2009-06-10 00:00:00,6:00 p.m.,North and Central Texas,Severe Storms
2009-06-12 00:00:00,4:37 p.m.,"Chattanooga, Tennessee",Severe Storm
2009-06-12 00:00:00,5:45 p.m.,"Arkansas, North Mississippi",Severe Thunderstorms
2009-06-12 00:00:00,10:00 p.m.,Georgia,Severe Thunderstorm
2009-06-16 00:00:00,11:00 p.m.,A.D. Edmonston Pumping Plant,Fuel Supply Deficiency
2009-06-19 00:00:00,12:01 a.m.,Michigan Lower Peninsula,Severe Storm
2009-06-19 00:00:00,1:00 p.m.,The Entire ComEd Service Territory,Severe Storm
2009-06-24 00:00:00,1:30 p.m.,Southwest Louisiana,Made Public Appeals
2009-06-25 00:00:00,3:16 p.m.,ERCOT Region,Made Public Appeals
2009-06-25 00:00:00,3:30 p.m.,Western Region of Service Territory,High Winds/Rain
2009-06-26 00:00:00,1:00 a.m.,"Southwest Ohio, Northern Kentudky, Central and Southern Indiana",Severe Thunderstorms
2009-06-26 00:00:00,5:00 p.m.,Central Connecticut,Severe Thunderstorms
2009-07-02 00:00:00,10:44 p.m.,Northern Maine,Electrical System Separation
2009-07-07 00:00:00,3:30 p.m.,"San Antonio, Texas",Made Public Appeals
2009-07-08 00:00:00,1:30 p.m.,ERCOT Region,Made Public Appeals
2009-07-14 00:00:00,1:00 p.m.,AEP SWEPCO/Louisiana Area,Made Public Appeals
2009-07-15 00:00:00,1:00 p.m.,AEP SWEPCO/Louisiana Area,Made Public Appeals
2009-07-16 00:00:00,1:00 p.m.,AEP SWEPCO/Louisiana Area,Made Public Appeals
2009-07-18 00:00:00,7:00 p.m.,Houston/Galveston Area,Thunderstorms
2009-07-20 00:00:00,9:50 p.m.,"Metro Denver (Jefferson, Adams, and Arapahoe Counties)",Severe Thunderstorm
2009-07-21 00:00:00,5:34 a.m.,"San Francisco Bay Area, California",Unit Tripped
2009-07-27 00:00:00,5:05 a.m.,"Chattanooga, Tennessee",Failure of Computer Hardware Used for Monitoring
2009-07-28 00:00:00,8:18 p.m.,Salt Lake City Utah and Northern Utah,Loss of Part of Substation
2009-08-02 00:00:00,2:17 a.m.,"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsyvania",Highwinds
2009-08-04 00:00:00,1:45 p.m.,"Northern Kentucky, Southwest Ohio and Central and South Indiana",Thunderstorms
2009-08-05 00:00:00,3:00 p.m.,ERCOT Region,Made Public Appeals
2009-08-07 00:00:00,11:00 p.m.,Western Region of Service Territory,High Winds and Rain
2009-08-09 00:00:00,7:31 p.m.,"Michigan, Lower Peninsula",Severe Thunderstorms
2009-08-12 00:00:00,6:25 p.m.,South Houston Service Area,Thunderstorms
2009-08-21 00:00:00,7:00 p.m.,Houston Metropolitan Service Area,Thunderstorms
2009-08-29 00:00:00,11:00 a.m.,Western South Dakota,Electrical System Separation
2009-08-29 00:00:00,10:54 p.m.,Western South Dakota,Electrical System Separation
2009-08-31 00:00:00,10:31 a.m.,"City of Los Angeles, California",Made Public Appeals
2009-10-07 00:00:00,5:45 a.m.,Southeast Michigan,Severe Storms
2009-10-09 00:00:00,6:30 p.m.,"Central Valley, CA (Bakersfield, CA)",Transmission System Interruption
2009-10-09 00:00:00,10:45 p.m.,Arkansas and North Louisiana,Winter Storm
2009-10-13 00:00:00,12:48 p.m.,Southeastern Wyoming,Ice
2009-10-13 00:00:00,3:45 p.m.,Sacramento County,High Winds
2009-10-13 00:00:00,4:00 p.m.,Northern California,High Winds and Rain
2009-11-12 00:00:00,6:45 p.m.,"Southeastern Virginia, Northeastern North Carolina",Tropical Storm Ida
2009-11-18 00:00:00,6:15 a.m.,"Central Valley, CA",Switching Failure
2009-12-07 00:00:00,10:00 p.m.,California,Forced Outage Equipment Failure
2009-12-08 00:00:00,1:00 a.m.,Arizona,Severe Weather
2009-12-08 00:00:00,6:34 a.m.,California,Load Shed/Made Public Appeals
2009-12-09 00:00:00,1:37 p.m.,Ohio,Severe Weather
2009-12-10 00:00:00,5:45 p.m.,Michigan,Severe Weather
2009-12-18 00:00:00,8:00 p.m.,"West Virginia, Kentucky, Ohio",Severe Weather
2009-12-18 00:00:00,10:55 p.m.,Western North Carolina,Severe Weather
2010-01-06 00:00:00,6:00 p.m.,Southwest Louisiana,Made Public Appeals
2010-01-11 00:00:00,3:45 a.m.,Northern and Central Florida,Interruptible Load Shed/Made Public Appeals
2010-01-18 00:00:00,11:30 a.m.,Northern and Central California,Severe Storm
2010-01-19 00:00:00,7:30 a.m.,San Francisco,Severe Storm
2010-01-19 00:00:00,2:30 p.m.,San Diego and Orange Counties,Severe Storm
2010-01-20 00:00:00,1:00 p.m.,"City of Los Angeles, California",Severe Storm
2010-01-28 00:00:00,12:00 p.m.,Oklahoma,Ice Storm
2010-02-01 00:00:00,2:32 p.m.,Oklahoma,Ice Storm/Electrical System Separation
2010-02-05 00:00:00,3:00 p.m.,Southern NJ,Winter Storm
2010-02-05 00:00:00,6:48 p.m.,North and South Carolina,Winter Storm
2010-02-05 00:00:00,7:00 p.m.,"District of Columbia, Prince Georges and Montgomery Co. MD",Winter Storm
2010-02-05 00:00:00,10:30 p.m.,Southwestern Pennsylvania,Winter Storm
2010-02-05 00:00:00,11:30 p.m.,"Indiana, Ohio, W. Virginia and Virginia",Winter Storm
2010-02-06 00:00:00,2:30 a.m.,"Virginia, North Carolina",Winter Storm
2010-02-06 00:00:00,8:00 a.m.,Delmarva Peninsula,Winter Storm
2010-02-09 00:00:00,6:00 p.m.,Southeastern Pennsylvania,Winter Storm
2010-02-11 00:00:00,12:00 p.m.,Dallas/Fort Worth and East Texas,Winter Storm
2010-02-12 00:00:00,5:00 a.m.,"East Texas, Western Arkansas, Northern Lousiania",Winter Storm
2010-02-14 00:00:00,10:00 a.m.,Western Pennsylvania nd Northeast Central WV,Winter Storm
2010-02-19 00:00:00,8:30 p.m.,"San Joaquin Field Division/Bakersfield, CA",Firm System Load Shed
2010-02-23 00:00:00,10:00 p.m.,Upstate New York,Winter Storm
2010-02-25 00:00:00,12:01 a.m.,"Southeastern New York, Northern New Jersey",Winter Storm
2010-02-25 00:00:00,5:00 p.m.,New York City,Winter Storm
2010-02-25 00:00:00,11:53 p.m.,Southern Maine and New Hampshire,Winter Storm
2010-03-13 00:00:00,1:00 a.m.,Southeasten Pennsylvania,High Winds and rain
2010-03-13 00:00:00,12:00 p.m.,Connecticut,High Winds and Rain
2010-03-13 00:00:00,3:00 p.m.,Long Island,High Winds and Rain
2010-03-13 00:00:00,4:00 p.m.,Central New Jersey and Northern New Jersey,High Winds and Flooding
2010-03-13 00:00:00,6:00 p.m.,"Southern, Central and Northern New Jersey",High Winds and Rain
2010-03-13 00:00:00,6:00 p.m.,New York City and Westchester County,High Winds and Rain
2010-03-31 00:00:00,11:59 p.m.,San Diego and Orange Counties,Shed Firm Load
2010-03-31 00:00:00,11:59 p.m.,San Diego,Shed Firm Load
2010-04-16 00:00:00,5:15 p.m.,Southwestern Pennsylvania,Severe Thunderstorms
2010-04-21 00:00:00,3:05 p.m.,"Iberville, Parish, Louisiana",Generator Tripped
2010-04-27 00:00:00,2:55 p.m.,"Rocky Mount, NC",Transmission System Interruption
2010-05-02 00:00:00,2:40 p.m.,Tennessee and Mississippi,Thunderstorms
2010-05-18 00:00:00,8:15 a.m.,Central California,Breakers Tripped
2010-05-26 00:00:00,11:45 a.m.,"Maryland, Pennsylvania, West Virginia, Virginia",Made Public Appeal - System Drill
2010-06-01 00:00:00,10:03 p.m.,Southwestern Indiana,Firm Load Shed
2010-06-02 00:00:00,8:18 p.m.,"San Antonio, TX",Severe Weather
2010-06-06 00:00:00,4:45 a.m.,Northern California,Electric System Separation
2010-06-07 00:00:00,6:29 p.m.,Denver Metropolitan Area,Firm Load Shed
2010-06-08 00:00:00,11:00 a.m.,Southeastern Texas,Thunderstorms
2010-06-09 00:00:00,2:18 p.m.,"Edenton, NC",Transmission System Interruption
2010-06-16 00:00:00,11:11 a.m.,New York (Rockland and Orange Counties),Voltage Reduction (System Test)
2010-06-17 00:00:00,8:30 a.m.,"Morgan City, LA",Made Public Appeal
2010-06-17 00:00:00,9:30 a.m.,Southern Louisiana,Made Public Appeal
2010-06-17 00:00:00,9:30 a.m.,Southern Louisiana,Made Public Appeal
2010-06-17 00:00:00,9:30 a.m.,Southwestern Louisiana,Made Public Appeal
2010-06-17 00:00:00,10:49 a.m.,Eastern Montana,Electrical System Separation
2010-06-18 00:00:00,3:30 p.m.,Northwest Indiana,Thunderstorms
2010-06-18 00:00:00,4:00 p.m.,"Chicago, IL",Severe Weather
2010-06-18 00:00:00,7:00 p.m.,Southern Portion of Lower Michigan,Thunderstorms
2010-06-18 00:00:00,8:00 p.m.,"Indiana, Michigan",Severe Weather
2010-06-18 00:00:00,8:00 p.m.,"Detroit, MI",Severe Weather
2010-06-21 00:00:00,1:48 p.m.,"Cincinnati, OH",Thunderstorms
2010-06-22 00:00:00,3:34 p.m.,West/Central Arkansas,Made Public Appeal/Transmission Equipment Failure
2010-06-23 00:00:00,5:00 p.m.,"Chicago, IL",Severe Weather
2010-06-23 00:00:00,5:48 p.m.,Northwest Indiana,Thunderstorms
2010-06-24 00:00:00,3:00 p.m.,Southwestern New Jersey,Thunderstorms
2010-06-24 00:00:00,3:30 p.m.,Southeastern Pennsylvania,Thunderstorms
2010-06-25 00:00:00,11:36 p.m.,Northern California,Electrical System Separation
2010-07-06 00:00:00,3:47 a.m.,"Newark, DE",Transformer Outage
2010-07-07 00:00:00,4:13 p.m.,"York, South Central Pennsylvania",Loss of Transmission Equipment
2010-07-15 00:00:00,7:00 p.m.,Southeastern Michigan,Severe Weather
2010-07-17 00:00:00,8:30 p.m.,Minnesota,"Strong Winds, Tornadoes"
2010-07-21 00:00:00,6:44 p.m.,Connecticut,Thunderstorms
2010-07-23 00:00:00,10:00 a.m.,Northern Utah,Made Public Appeals
2010-07-23 00:00:00,7:30 p.m.,Southeastern Michigan,Severe Weather
2010-07-25 00:00:00,3:10 p.m.,"Washington, DC Region",Severe Weather
2010-07-25 00:00:00,3:20 p.m.,Central Maryland,Severe Weather
2010-07-25 00:00:00,4:11 p.m.,Northern Virginia,Severe Weather
2010-07-29 00:00:00,5:43 p.m.,Virginia,Thunderstorms
2010-07-29 00:00:00,6:39 p.m.,Southern California,"Shed Interruptible Load, Wildfire"
2010-07-29 00:00:00,6:39 p.m.,Southern California,"Shed Interruptible Load, Wildfire"
2010-08-02 00:00:00,12:00 p.m.,Central California,Fuel Supply Deficiency (Hydro)
2010-08-02 00:00:00,12:45 p.m.,Southern Louisiana,Made Public Appeals
2010-08-02 00:00:00,12:45 p.m.,Southern Louisiana,Made Public Appeals
2010-08-02 00:00:00,12:45 p.m.,Southwestern Louisiana,Made Public Appeals
2010-08-02 00:00:00,12:45 p.m.,Southern Louisiana,Made Public Appeals
2010-08-04 00:00:00,12:00 p.m.,"Northern Texas, Eastern New Mexico",Made Public Appeals
2010-08-04 00:00:00,4:45 p.m.,"Western Pennsylvania, Northwestern and Central West Virginia",Thunderstorms
2010-08-04 00:00:00,5:00 p.m.,"Ohio, West Virginia, Kentucky",Severe Weather
2010-08-05 00:00:00,3:30 p.m.,"District of Columbia, Maryland",Thunderstorms
2010-08-05 00:00:00,3:54 p.m.,Northern Virginia,Thunderstorms
2010-08-09 00:00:00,12:00 p.m.,Upstate New York,Fuel Supply Defiency
2010-08-11 00:00:00,3:21 p.m.,Ohio,Severe Weather
2010-08-12 00:00:00,6:45 a.m.,"District of Columbia, Maryland",Severe Weather
2010-08-12 00:00:00,8:21 a.m.,Central Nebraska,Made Public Appeals
2010-08-12 00:00:00,3:42 p.m.,"City of Oshkosh, Wisconsin",Made Public Appeals
2010-08-19 00:00:00,6:00 p.m.,Southeastern Michigan,Severe Weather
2010-08-23 00:00:00,5:50 p.m.,"Houston, Texas",Severe Weather
2010-09-01 00:00:00,10:20 a.m.,"Pittsburg (Bay Area), California",Electrical System Separation (Islanding)
2010-09-07 00:00:00,2:02 p.m.,"San Antonio, Texas",Tropical Storm
2010-09-20 00:00:00,5:00 p.m.,"King George County, Virginia",Low Flying Helicopter
2010-09-21 00:00:00,9:31 p.m.,Central and Southern Michigan,Thunderstorms
2010-09-22 00:00:00,6:12 a.m.,"Bakersfield, California",Firm Load Shed
2010-09-22 00:00:00,4:08 p.m.,"City of Pittsburgh, Pennsylvania",Thunderstorms
2010-09-22 00:00:00,5:38 p.m.,Western Pennsylvania,Thunderstorms
2010-09-27 00:00:00,3:15 p.m.,Central and Southern California,Interruptible Load Shed
2010-10-05 00:00:00,5:45 a.m.,"City of Los Angeles, California",Rain and High Winds
2010-10-26 00:00:00,9:00 a.m.,Northern Illinois,Thunderstorms
2010-10-26 00:00:00,8:00 p.m.,Minnesota,High Winds
2010-10-27 00:00:00,4:00 a.m.,Northeast and North Central Wisconsin,High Winds
2010-10-27 00:00:00,8:00 a.m.,Michigan's Northerly Lower Peninsula,High Winds
2010-10-27 00:00:00,5:00 p.m.,Northern Illinois,High Winds
2010-10-27 00:00:00,5:16 p.m.,Northern California,Electrical System Separation-Islanding
2010-10-31 00:00:00,10:26 p.m.,"Bakersfield, California",Firm System Load Loss
2010-11-04 00:00:00,9:46 a.m.,"Rock Springs, Wyoming",Transmission Equipment Failure/Interruptible Load Shed
2010-11-06 00:00:00,3:53 p.m.,Northern California,Electrical System Separation - Islanding
2010-11-08 00:00:00,6:47 a.m.,Maine,Snow and High Winds
2010-11-13 00:00:00,3:00 p.m.,Minnesota,Winter Storm
2010-11-15 00:00:00,11:00 p.m.,Puget Sound Region,High Winds
2010-11-21 00:00:00,1:39 a.m.,Northern and Central California,Winter Storm
2010-11-22 00:00:00,11:00 p.m.,"Puget Sound Region, Washington",Winter Storm
2010-11-23 00:00:00,2:01 p.m.,Northern California,Electrical System Separation - Islanding
2010-12-03 00:00:00,9:32 p.m.,California,Electrical System Separation - Islanding
2010-12-12 00:00:00,4:30 p.m.,Southeastern Michigan,Severe Weather
2010-12-14 00:00:00,7:20 a.m.,California,Electrical System Separation - Islanding
2010-12-14 00:00:00,7:36 a.m.,Southern California,Transmission Equipment/Firm System Load
2010-12-18 00:00:00,5:00 a.m.,"Redmond, Washington",Severe Weather
2010-12-26 00:00:00,8:15 a.m.,Carolina,Severe Weather
2010-12-30 00:00:00,2:00 p.m.,New York,Fuel Supply Deficiency
2011-01-11 00:00:00,23:08:00,"Athens, New York",Electrical Fault at Generator
2011-01-12 00:00:00,06:00:00,Massachusetts,Winter Storm
2011-01-13 00:00:00,07:21:00,North Florida,Firm System Load Shed
2011-01-18 00:00:00,14:00:00,"Whitman, Auburn St Substation, Massachusetts",Vandalism
2011-01-23 00:00:00,07:00:00,"Franklin County, Idaho",Vandalism
2011-01-24 00:00:00,13:20:00,"Newman Power Plant, Texas",Suspicious Activity
2011-01-25 00:00:00,03:23:00,"Newark, Delaware",Vandalism
2011-01-26 00:00:00,09:25:00,"Carson City, Nevada",Suspected Telecommunications Attack
2011-01-26 00:00:00,09:33:00,Michigan,Vandalism
2011-01-26 00:00:00,17:00:00,"Montgomery and Prince George's County, Maryland and District of Columbia",Winter Storm
2011-01-26 00:00:00,18:28:00,Maryland,Winter Storm
2011-01-26 00:00:00,19:43:00,Northern Virginia,Winter Storm
2011-01-27 00:00:00,09:30:00,"Hockessin, Delaware",Vandalism
2011-01-27 00:00:00,17:00:00,Central New York,Fuel Supply Deficiency (Coal)
2011-01-31 00:00:00,22:00:00,Southwestern Ohio and Indiana,Ice Storm
2011-02-01 00:00:00,15:00:00,"Indiana, Ohio",Winter Storm
2011-02-01 00:00:00,21:00:00,Northern Illinois,Winter Storm
2011-02-02 00:00:00,03:00:00,"Philadelphia area, Pennsylvania",Winter Storm
2011-02-02 00:00:00,05:43:00,Texas,Generation Inadequacy/Load Shed
2011-02-02 00:00:00,06:22:00,Central Arizona,Generation Inadequacy/Load Shed
2011-02-02 00:00:00,07:24:00,"Dona Ana and El Paso Counties, Texas and Hudspeth County, New Mexico",Generation Inadequacy/Load Shed
2011-02-02 00:00:00,17:00:00,"Texas Panhandle, Southeastern New Mexico",Fuel Supply Deficiency (Natural Gas)
2011-02-03 00:00:00,15:00:00,"San Diego area, California",Fuel Supply Deficiency (Natural Gas)
2011-02-03 00:00:00,14:30:00,"Bowie, Maryland",Suspected Cyber Attack
2011-02-03 00:00:00,22:04:00,Texas,Generation Inadequacy/Load Shed
2011-02-09 00:00:00,03:45:00,"Western Houston, Texas",Winter Storm
2011-02-09 00:00:00,14:54:00,"University Place, Washington",Vandalism
2011-02-09 00:00:00,16:30:00,Texas,Cold Weather Event
2011-02-10 00:00:00,13:00:00,"LaGrande, Washington",Vandalism
2011-02-17 00:00:00,01:25:00,Northern and Central California,Major Storm
2011-02-17 00:00:00,13:00:00,"Roseville, California",Suspected Cyber Attack
2011-02-19 00:00:00,12:30:00,"Philadelphia area, Pennsylvania",Major Storm
2011-02-19 00:00:00,16:34:00,"Harrington, Delaware",Vandalism
2011-02-20 00:00:00,16:00:00,"Southern Lower Peninsula, Michigan",Winter Storm
2011-02-24 00:00:00,16:51:00,Arkansas,Electrical System Separation (Islanding)
2011-02-25 00:00:00,15:20:00,Virginia,Severe Weather
2011-02-25 00:00:00,15:23:00,Maryland,Severe Weather
2011-02-25 00:00:00,08:00:00,Northern and Central California,Winter Storm
2011-02-25 00:00:00,10:30:00,"Salt Lake City, Utah",Vandalism
2011-03-01 00:00:00,08:00:00,Western New York,Fuel Supply Deficiency (Coal)
2011-03-06 00:00:00,02:54:00,"Salt Lake City Region, Utah",Vandalism
2011-03-08 00:00:00,08:00:00,Western New York,Fuel Supply Deficiency (Coal)
2011-03-10 00:00:00,12:03:00,Texas,Suspected Physical Attack
2011-03-11 00:00:00,07:02:00,"Humboldt and Eureka, California",Generation Inadequacy/Load Shed
2011-03-13 00:00:00,14:20:00,Oregon,Severe Weather
2011-03-14 00:00:00,07:30:00,"Baltimore, Maryland",Suspected Cyber Attack
2011-03-15 00:00:00,18:00:00,"The Woodlands, Texas",Suspected Physical Attack
2011-03-17 00:00:00,07:40:00,"Deerfield, New Hampshire",Vandalism
2011-03-18 00:00:00,09:54:00,"Greene County, Ohio",Vandalism
2011-03-19 00:00:00,23:56:00,Northern and Central California,Major Storm
2011-03-20 00:00:00,09:44:00,"Los Angeles, California",Major Storm
2011-03-21 00:00:00,12:35:00,Southern California,Major Storm
2011-03-21 00:00:00,00:57:00,"Deerfield, New Hampshire",Vandalism
2011-03-23 00:00:00,18:30:00,"Indiana. Kentucky, Michigan, Ohio, Tennessee, Virginia, West Virginia",Major Storm
2011-03-27 00:00:00,13:27:00,"Sonoma and Central Valley, California",Transmission Level Outage
2011-03-31 00:00:00,14:30:00,Central and Western Florida,Severe Weather
2011-03-31 00:00:00,11:30:00,"Greater Tampa Bay, Florida",Severe Weather
2011-04-03 00:00:00,20:23:00,Unknown,Suspected Cyber Attack
2011-04-04 00:00:00,11:47:00,"Memphis, Tennessee",Severe Weather
2011-04-04 00:00:00,13:00:00,"Shelby County, Tennessee",Severe Weather
2011-04-04 00:00:00,14:00:00,"Davidson County, Tennessee",Severe Weather
2011-04-04 00:00:00,19:00:00,"Southeast Arkansas, Southeast Louisiana, Western Mississippi, Eastern Texas",Severe Weather
2011-04-04 00:00:00,19:00:00,"Kentucky, West Virginia",Severe Weather
2011-04-04 00:00:00,21:00:00,"Alabama, Florida, Georgia, Mississippi",Severe Weather
2011-04-05 00:00:00,02:00:00,"North Carolina, South Carolina",Severe Weather
2011-04-06 00:00:00,10:50:00,"Felton, Delaware",Vandalism
2011-04-11 00:00:00,17:40:00,"Salt Lake City, Utah",Suspicious Activity
2011-04-16 00:00:00,14:16:00,Central and Eastern North Carolina,Severe Weather
2011-04-19 00:00:00,20:00:00,Illinois,Severe Weather
2011-04-19 00:00:00,14:01:00,"Graham, Washington",Vandalism
2011-04-19 00:00:00,22:44:00,"Memphis, Tennessee",Severe Weather
2011-04-19 00:00:00,23:02:00,"Memphis, Tennessee",Severe Weather
2011-04-19 00:00:00,23:13:00,"Osceola, Arkansas",Severe Weather
2011-04-20 00:00:00,02:00:00,"Indiana, Kentucky, Ohio",Severe Weather - High Winds
2011-04-20 00:00:00,08:07:00,"Ruston, Louisiana",Equipment Malfunction
2011-04-21 00:00:00,07:15:00,"Oquirrh Substation, Salt Lake City, Utah",Vandalism
2011-04-21 00:00:00,19:00:00,"Trenton, Michigan",Suspicious Activity
