Date,Time,Area Affected,Event Type
2016-04-27 00:00:00,05:50:00,Texas: Harris County,Weather
2016-04-27 00:00:00,18:00:00,Texas: Rusk County,Sabotage
2016-05-07 00:00:00,07:49:00,New York: Dutchess County;,Sabotage
2016-05-08 00:00:00,09:12:00,Washington: Clark County;,Islanding
2016-05-10 00:00:00,20:45:00,"Texas: Dallas County, Tarrant County, Parker County;",Distribution Interruption
2016-05-14 00:00:00,21:25:00,Missouri:,Sabotage
2016-05-19 00:00:00,21:36:00,Utah:,System Operations
2016-05-20 00:00:00,00:00:00,Louisiana:,Distribution Interruption 
2016-05-20 00:00:00,01:15:00,Louisiana:,Weather
2016-05-24 00:00:00,08:00:00,Missouri:,Vandalism
2016-05-26 00:00:00,21:29:00,New York:,Transmission Interruption
2016-05-31 00:00:00,07:30:00,New York: Tompkins County;,Fuel Supply Deficiency
2016-06-07 00:00:00,12:00:00,Utah,Sabotage 
2016-06-14 00:00:00,07:59:00,New Jersey,Vandalism
2016-06-17 00:00:00,15:40:00,"Georgia, Alabama, Mississippi, Florida",Weather
2016-06-17 00:00:00,04:30:00,Delaware,Vandalism
2016-07-02 00:00:00,04:00:00,Oregon: Multnomah County,Actual Physical Event
2016-07-05 00:00:00,02:45:00,"Texas: Dallas County, Tarrant County",Severe Weather
2016-07-05 00:00:00,17:30:00,"Minnesota, Wisconsin",Severe Weather
2016-07-07 00:00:00,04:20:00,"Kansas: Johnson County; Missouri: Jackson County, Platte County, Cass County, Buchanan County, Atchison County, Andrew County, Clay County, Nodaway County",Severe Weather
2016-07-07 00:00:00,05:53:00,North Carolina: New Hanover County,Vandalism
2016-07-08 00:00:00,20:50:00,North Carolina,Severe Weather
2016-07-08 00:00:00,19:00:00,"Michigan: Wayne County, Oakland County, Macomb County, St. Clair County, Lapeer County, Tuscola County, Sanilac County, Huron County",Severe Weather
2016-07-08 00:00:00,18:00:00,West Virginia: Virginia,Severe Weather
2016-07-09 00:00:00,17:45:00,Texas: Dallas County,Severe Weather
2016-07-12 00:00:00,14:10:00,Puerto Rico,System Operations
2016-07-13 00:00:00,13:00:00,Washington,Vandalism
2016-07-13 00:00:00,15:00:00,Tennessee: Shelby County,System Operations
2016-07-14 00:00:00,17:30:00,Oklahoma: Arkansas,Severe Weather
2016-07-14 00:00:00,16:30:00,Arkansas: Louisiana: Mississippi: Texas,Severe Weather
2016-07-14 00:00:00,14:44:00,Oklahoma,Severe Weather
2016-07-19 00:00:00,15:45:00,Idaho,System Operations
2016-07-19 00:00:00,15:45:00,Idaho,System Operations
2016-07-21 00:00:00,19:21:00,Puerto Rico,System Operations
2016-07-21 00:00:00,06:18:00,Delaware: New Castle County,Suspicious Activity
2016-07-22 00:00:00,23:50:00,Massachusetts: Connecticut: Rhode Island: New Hampshire: Vermont: Maine,Severe Weather
2016-07-23 00:00:00,15:15:00,Pennsylvania: Cambria County,System Operations
2016-07-23 00:00:00,19:30:00,Connecticut: Massachusetts: New Hampshire: Vermont: Rhode Island,Severe Weather
2016-07-25 00:00:00,18:51:00,Puerto Rico,System Operations
2016-07-26 00:00:00,18:51:00,Puerto Rico,System Operations
2016-07-27 00:00:00,18:50:00,Puerto Rico,System Operations
2016-07-28 00:00:00,18:51:00,Puerto Rico,System Operations
2016-07-29 00:00:00,19:09:00,Puerto Rico,System Operations
2016-08-04 00:00:00,14:15:00,Delaware: New Castle County;,Vandalism
2016-08-07 00:00:00,18:39:00,New Mexico: Bernalillo County;,System Operations
2016-08-10 00:00:00,06:00:00,California: Butte County;,Fuel Supply Deficiency
2016-08-11 00:00:00,16:30:00,Ohio:,Severe Weather
2016-08-13 00:00:00,11:42:00,South Carolina:,System Operations
2016-08-20 00:00:00,14:18:00,New York:,Actual Physical Event
2016-08-23 00:00:00,17:00:00,Texas: Harris County;,Severe Weather
2016-08-24 00:00:00,18:13:00,Puerto Rico:,System Operations
2016-08-24 00:00:00,19:18:00,Washington: King County;,Islanding
2016-08-25 00:00:00,18:40:00,Oregon: Crook County;,Vandalism
2016-08-31 00:00:00,09:45:00,Colorado:,Transmission Interruption
2016-08-31 00:00:00,14:52:00,Washington: Clark County;,Islanding
2016-09-01 00:00:00,22:00:00,Florida:,Severe Weather
2016-09-02 00:00:00,00:40:00,"Florida: Leon County, Wakulla County;",Severe Weather
2016-09-02 00:00:00,04:00:00,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",Severe Weather
2016-09-02 00:00:00,05:45:00,Georgia:,Severe Weather
2016-09-06 00:00:00,18:12:00,Washington: Clark County;,Islanding
2016-09-08 00:00:00,08:30:00,New York: Tompkins County;,Fuel Supply Deficiency
2016-09-08 00:00:00,14:49:00,Washington:,Islanding
2016-09-10 00:00:00,09:42:00,Washington: Clark County;,Generation Inadequacy
2016-09-11 00:00:00,12:05:00,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,Severe Weather
2016-09-12 00:00:00,12:30:00,"New Mexico: Bernalillo County, Sandoval County, Santa Fe County, Valencia County;",Generation Inadequacy
2016-09-21 00:00:00,14:30:00,Puerto Rico:,System Operations
2016-09-21 00:00:00,19:44:00,Texas: Lubbock County;,Actual Physical Event
2016-09-22 00:00:00,10:56:00,Iowa: Black Hawk County;,System Operations
2016-09-25 00:00:00,12:49:00,"Utah: Kane County, Garfield County; Arizona: Coconino County, Mohave County",Vandalism
2016-10-31 00:00:00,08:06:00,North Carolina: Stokes County;,Actual Physical Event
2017-02-02 00:00:00,01:04:00,"New Mexico: Bernalillo County, Santa Fe County;",Transmission Interruption
2017-02-02 00:00:00,01:11:00,New Mexico: Bernalillo County;,Transmission Interruption
2017-02-06 00:00:00,01:00:00,"Washington: Skagit County, King County, Kitsap County;",Severe Weather
2017-02-09 00:00:00,16:05:00,Connecticut: Massachusetts: Rhode Island:,Severe Weather
2017-02-11 00:00:00,15:46:00,Utah,Actual Physical Attack
2017-02-13 00:00:00,13:00:00,North Carolina: Union County;,Vandalism 
2017-02-17 00:00:00,13:00:00,Nevada: Clark County;,Vandalism 
2017-02-17 00:00:00,15:00:00,California: Los Angeles County;,Severe Weather
2017-02-17 00:00:00,08:09:00,California,Severe Weather
2017-02-17 00:00:00,04:32:00,Missouri: Arkansas: Oklahoma: Texas:,System Operations
2023-03-28 00:00:00,18:03:00,Texas: Cameron County;,Suspicious Activity
2023-05-01 00:00:00,05:16:00,Connecticut: Massachusetts: Rhode Island: Maine: New Hampshire: Vermont:,Severe Weather
2023-05-02 00:00:00,10:00:00,Texas:,Actual Physical Attack/Vandalism
2023-05-02 00:00:00,11:29:00,Ohio: Kentucky:,Suspicious Activity
2023-05-04 00:00:00,18:00:00,Texas: San Patricio County;,Vandalism
2023-05-11 00:00:00,00:15:00,Michigan: Eaton County;,Suspicious Activity
2023-05-11 00:00:00,12:00:00,Texas: Tarrant County;,Vandalism
2023-05-12 00:00:00,13:00:00,Kentucky: Jefferson County;,Vandalism
2023-05-12 00:00:00,11:43:00,New York: Broome County;,Suspicious Activity
2023-05-13 00:00:00,07:25:00,North Dakota: Williams County;,Actual Physical Attack/Vandalism
2023-05-13 00:00:00,06:27:00,North Dakota: Williams County;,Actual Physical Attack/Vandalism
2023-05-13 00:00:00,05:27:00,North Dakota: Williams County;,Actual Physical Attack/Vandalism
2023-05-16 00:00:00,14:45:00,Oregon: Multnomah County;,Suspicious Activity
2023-05-21 00:00:00,15:30:00,Washington: Whatcom County;,Suspicious Activity
2023-05-22 00:00:00,15:39:00,Florida: Putnam County;,Severe Weather
2023-05-23 00:00:00,14:00:00,North Dakota:,Vandalism
2023-05-24 00:00:00,07:45:00,North Dakota:,Transmission Interruption
2023-05-24 00:00:00,09:16:00,Iowa: Minnesota:,System Operations
2023-05-26 00:00:00,07:41:00,Georgia: Gwinnett County;,Vandalism
2023-05-28 00:00:00,09:15:00,Alabama: Tuscaloosa County;,Actual Physical Attack/Vandalism
2023-05-30 00:00:00,08:00:00,Massachusetts: Hampden County[13];,Actual Physical Attack/Vandalism
2023-05-31 00:00:00,11:00:00,Florida: Alachua County;,System Operations
2023-06-25 00:00:00,06:45:00,Tennessee,- Weather or natural disaster
2023-06-24 00:00:00,18:17:00,Michigan,- Vandalism - Theft
2023-06-25 00:00:00,17:30:00,"Georgia, Alabama",- Weather or natural disaster
2023-06-25 00:00:00,04:00:00,"Wisconsin, Michigan",- Weather or natural disaster
2023-06-25 00:00:00,19:00:00,Michigan,- Weather or natural disaster
2023-06-27 00:00:00,13:43:00,California,- Vandalism
2023-06-25 00:00:00,19:30:00,"Arkansas, Mississippi",- Weather or natural disaster
2023-06-27 00:00:00,17:37:00,"Washington, Idaho, Montana",- Failure at high voltage substation or switchyard
2023-06-29 00:00:00,15:42:00,Indiana,- Weather or natural disaster
2023-06-28 00:00:00,11:01:00,Georgia,- Vandalism - Theft
2023-06-22 00:00:00,02:30:00,Louisiana,- Transmission equipment failure
2023-06-20 00:00:00,17:48:00,Louisiana,- Transmission equipment failure
2023-06-30 00:00:00,12:13:00,Connecticut,- Unknown
